x,y,z,velocityx_avg,velocityy_avg,velocityz_avg,temperature_avg
1800.0,1800.0,10.0,6.757164530237377,3.9408042689158513,-0.021997784358727273,300.19489005056835
1800.0,1800.0,20.0,7.991173986688549,4.627328520422073,-0.026137369448040976,300.17870122370937
1800.0,1800.0,30.0,8.685401847298488,5.000996422276957,-0.013512648872383005,300.16627918224816
1800.0,1800.0,40.0,9.100536514989859,5.226824381043005,0.00410064341557456,300.15754328162484
1800.0,1800.0,50.0,9.368483800891148,5.36651137740825,0.022158008763544658,300.15158755996384
1800.0,1800.0,60.0,9.551619397740861,5.469872274292404,0.04102534611097643,300.14707694508803
1800.0,1800.0,70.0,9.68238291292161,5.55196953199184,0.059702626634428504,300.1434004949142
1800.0,1800.0,80.0,9.775240686246859,5.6050255635184225,0.07680658739355005,300.14052662966753
1800.0,1800.0,90.0,9.833202963171145,5.635505617743757,0.08751816091759138,300.1385132072872
1800.0,1800.0,100.0,9.867996840903409,5.664795139718663,0.08743148728001754,300.136997555833
1800.0,1800.0,110.0,9.894698363398115,5.710169925425462,0.07795759322700391,300.13542863986544
1800.0,1800.0,120.0,9.926697812702203,5.765760983372427,0.06357182247608593,300.133770276448
1800.0,1800.0,130.0,9.964741619554857,5.810084979067546,0.05028422367296117,300.13233714200686
1800.0,1800.0,140.0,10.001117429243648,5.838293678650439,0.04201300379270554,300.1312600193606
1800.0,1800.0,150.0,10.035870262411509,5.866182910347947,0.03657338050158749,300.1303467090603
1800.0,1800.0,160.0,10.074271215137577,5.8948366953484,0.03049162360507553,300.12946445476996
1800.0,1800.0,170.0,10.119408070670179,5.918954853890087,0.023503039526949217,300.1286413830907
1800.0,1800.0,180.0,10.173102795157028,5.948745821873843,0.017741528831688856,300.1277665013374
1800.0,1800.0,190.0,10.230810850269735,5.988866985808641,0.015263491197809982,300.1267241263689
1800.0,1800.0,200.0,10.281719056327042,6.022128563107689,0.01529116230168919,300.1256869655189
