z,TI_horiz
5.0,0.15180438207926988
15.0,0.1572546675581432
25.0,0.14445387045606337
35.0,0.1327872276121613
45.0,0.12327367173182097
55.0,0.11612686640149542
65.0,0.1105506665938864
75.0,0.10607456906053898
85.0,0.10244963364492084
95.0,0.09943761122570204
105.0,0.09683762217728276
115.0,0.09453721558338524
125.0,0.0924776606925952
135.0,0.09062509459239909
145.0,0.08901497072659732
155.0,0.08762391213159831
165.0,0.08638544162153719
175.0,0.08527266786763726
185.0,0.08425294200697916
195.0,0.08326762134972492
205.0,0.08226782137785194
215.0,0.08123062885974304
225.0,0.08016053981219895
235.0,0.0790837927889074
245.0,0.07804958335571092
255.0,0.07709521194595058
265.0,0.07617106895831656
275.0,0.07528724858955496
285.0,0.07445181969761953
295.0,0.07365786452778715
305.0,0.07291737531401889
315.0,0.07219497579841236
325.0,0.07148536956139391
335.0,0.07081077687383446
345.0,0.0702105118153998
355.0,0.06969507588856097
365.0,0.06924280458050802
375.0,0.0687695686593903
385.0,0.06821822299068103
395.0,0.06761887787233611
405.0,0.06703415704101935
415.0,0.06648321185044223
425.0,0.06594262845108938
435.0,0.06543072416494802
445.0,0.0649640401566296
455.0,0.06454771358241825
465.0,0.0641986733777034
475.0,0.06390425784313958
485.0,0.06365625886637226
495.0,0.06341062331834409
505.0,0.06314063349660465
515.0,0.06286186706638142
525.0,0.06256824598152713
535.0,0.06225875143184
545.0,0.06191797284488392
555.0,0.061533988824981324
565.0,0.06115516039468616
575.0,0.060810250155896584
585.0,0.060488762189542605
595.0,0.060168117035669974
605.0,0.059821089808394214
615.0,0.059450201730211
625.0,0.05900534306473438
635.0,0.05842655738325427
645.0,0.057679848059402225
655.0,0.05675447907345115
665.0,0.05575898400983544
675.0,0.05463921049973013
685.0,0.05330744785687961
695.0,0.05175595265635338
705.0,0.04985316138903794
715.0,0.047672775086129174
725.0,0.04532808017471983
735.0,0.043141869097755775
745.0,0.04151995532871371
755.0,0.04086053799672488
765.0,0.040262001682554234
775.0,0.037312699117438425
785.0,0.030288105616714203
795.0,0.021969043668062474
805.0,0.01736677840513904
815.0,0.016012361759995604
825.0,0.014713947311702863
835.0,0.012933560411960667
845.0,0.011219066401408075
855.0,0.009962665974936991
865.0,0.009059744713579563
875.0,0.008223610842666101
885.0,0.007390330108724594
895.0,0.0066485114069977
905.0,0.0060343238132881
915.0,0.005532676429561913
925.0,0.0051140258537034095
935.0,0.00475616814993602
945.0,0.004448002785801459
955.0,0.004182793258427207
965.0,0.003953665770171958
975.0,0.0037541145442195113
985.0,0.0035794605716610575
995.0,0.0034265722391196717
1005.0,0.003293414116977582
1015.0,0.0031777309296097352
1025.0,0.003077180232880896
1035.0,0.002989631854468827
1045.0,0.002912937096575566
1055.0,0.002844186677219629
1065.0,0.0027798657842472555
1075.0,0.002717453707006693
1085.0,0.00265648688977818
1095.0,0.002598259194147702
1105.0,0.002545173518260849
1115.0,0.002500095072967338
1125.0,0.002465622138454608
1135.0,0.0024433910870807598
1145.0,0.0024339946298569328
1155.0,0.00243716148283679
1165.0,0.0024517858588265075
1175.0,0.002476081021011206
1185.0,0.0025080805478120308
1195.0,0.0025460859101354687
1205.0,0.002588759770758326
1215.0,0.002634950666894062
1225.0,0.002683517461377887
1235.0,0.0027334932652864873
1245.0,0.0027841817169812046
1255.0,0.0028350068644401386
1265.0,0.0028854006441425255
1275.0,0.00293471882080962
1285.0,0.0029822185692855744
1295.0,0.003027063881168212
1305.0,0.003068409127683949
1315.0,0.003105502163877338
1325.0,0.0031378187987999087
1335.0,0.0031651723738421985
1345.0,0.003187677369313411
1355.0,0.0032056164218433095
1365.0,0.0032193042051801178
1375.0,0.0032290202132222445
1385.0,0.00323504613589108
1395.0,0.003237687602660809
1405.0,0.003237249908208913
1415.0,0.0032339756537310034
1425.0,0.0032279667865928773
1435.0,0.0032191637980080855
1445.0,0.0032073772184304785
1455.0,0.0031923438287037023
1465.0,0.0031737542309422015
1475.0,0.003151226850631213
1485.0,0.0031242992718883015
1495.0,0.003092495515307159
1505.0,0.0030554295226186755
1515.0,0.0030128887490313895
1525.0,0.0029648964595472903
1535.0,0.002911786292314482
1545.0,0.002854267725915799
1555.0,0.0027934215933371224
1565.0,0.0027306143875256545
1575.0,0.0026673532455240385
1585.0,0.0026051434936388475
1595.0,0.0025454137808285163
1605.0,0.0024895342979718064
1615.0,0.002438862122242946
1625.0,0.002394735038788118
1635.0,0.00235840698708541
1645.0,0.002330979335666241
1655.0,0.002313353201682746
1665.0,0.0023061987497227853
1675.0,0.00230994137160699
1685.0,0.0023247733284557947
1695.0,0.0023506820787967623
1705.0,0.0023874903421882317
1715.0,0.0024349179647214503
1725.0,0.0024926786697669757
1735.0,0.0025605887273472223
1745.0,0.0026386197973338466
1755.0,0.002726836611349802
1765.0,0.0028252237996272975
1775.0,0.002933464486291954
1785.0,0.003050774349492775
1795.0,0.003175896504869323
1805.0,0.003307286578175689
1815.0,0.0034434100117239175
1825.0,0.003583013777978276
1835.0,0.0037252207106397155
1845.0,0.0038692941640032764
1855.0,0.0040140092969462825
1865.0,0.004156748175617815
1875.0,0.004292863500045112
1885.0,0.004416270259152129
1895.0,0.004520763789881644
1905.0,0.00459777127814555
1915.0,0.004637417197546285
