z,uv
5.0,0.39198651606668655
15.0,0.6215756811424594
25.0,0.6522242222793685
35.0,0.628691241650543
45.0,0.5905387355998939
55.0,0.5549403457525678
65.0,0.5234388226153801
75.0,0.4951703698824828
85.0,0.46943951531033545
95.0,0.4457731439930653
105.0,0.4247089042709326
115.0,0.4059972091716694
125.0,0.3892458499589854
135.0,0.37407052430523563
145.0,0.36030172733389676
155.0,0.3477065218811489
165.0,0.33622672981371016
175.0,0.32581366500790404
185.0,0.316238031328466
195.0,0.307427691841146
205.0,0.29929982527155113
215.0,0.29156285315543107
225.0,0.2840348099028037
235.0,0.27690196901833697
245.0,0.2700781253025096
255.0,0.26331955320884576
265.0,0.25677505050838356
275.0,0.25082069427465264
285.0,0.2452487299143456
295.0,0.2398334432137728
305.0,0.23473851593077663
315.0,0.22984382745049292
325.0,0.22501383686040308
335.0,0.2202279938742237
345.0,0.21556347700544579
355.0,0.21111593931377629
365.0,0.20709600640521125
375.0,0.20341740528989213
385.0,0.1999459094522274
395.0,0.1966808726600097
405.0,0.19344712746033507
415.0,0.19023443040258772
425.0,0.18706276753895534
435.0,0.18399769583340553
445.0,0.18124937749442993
455.0,0.17893783693600174
465.0,0.17699722950816452
475.0,0.17552358428192724
485.0,0.17468706876214019
495.0,0.17417305160579133
505.0,0.17370524857849085
515.0,0.1732703207747293
525.0,0.17291961364076705
535.0,0.1726611997123513
545.0,0.1725141207189859
555.0,0.1724612980602338
565.0,0.1723960313547339
575.0,0.17226629142911695
585.0,0.17209237663638025
595.0,0.17169159042836352
605.0,0.1707215812490503
615.0,0.16918522698290203
625.0,0.1670933646468316
635.0,0.16429419461381609
645.0,0.16050976494503863
655.0,0.15588793104205975
665.0,0.15071487616686385
675.0,0.14459203770083998
685.0,0.1371912238694694
695.0,0.1288212053368015
705.0,0.1197401532180384
715.0,0.10997458052379208
725.0,0.09977144590218381
735.0,0.09005316245454432
745.0,0.08185002590060517
755.0,0.0765273238713573
765.0,0.07458431336734019
775.0,0.07394179103337709
785.0,0.06916096252140196
795.0,0.05777489289651525
805.0,0.04498191320066614
815.0,0.034623532605933025
825.0,0.025770839648215117
835.0,0.01777138579169886
845.0,0.01185934876338555
855.0,0.008603301028133507
865.0,0.006933950726263145
875.0,0.00572829645309308
885.0,0.004714209096830853
895.0,0.003937842865989325
905.0,0.0033617205091071713
915.0,0.002916237267653241
925.0,0.002559802611000769
935.0,0.002272919876923634
945.0,0.0020418204476682056
955.0,0.0018528627329140069
965.0,0.0016955670074196355
975.0,0.0015641389968052814
985.0,0.001454879094639621
995.0,0.0013642025627417455
1005.0,0.0012887142661830813
1015.0,0.0012254599371785003
1025.0,0.001172119224263694
1035.0,0.0011269181371182805
1045.0,0.0010885071359898277
1055.0,0.0010558217830775052
1065.0,0.001028093846795074
1075.0,0.0010048463048105462
1085.0,0.00098571165043181
1095.0,0.0009703393448423569
1105.0,0.0009584468717807603
1115.0,0.0009499755579424061
1125.0,0.0009448582771795273
1135.0,0.0009429077668727474
1145.0,0.0009441599364362345
1155.0,0.0009489479642318025
1165.0,0.0009576324232734984
1175.0,0.0009703160569213613
1185.0,0.0009868014505796632
1195.0,0.0010066789448335662
1205.0,0.0010293551358920977
1215.0,0.001054166206222277
1225.0,0.0010804990861122859
1235.0,0.0011079094649844772
1245.0,0.0011360863025234235
1255.0,0.0011646604113200695
1265.0,0.0011931011329643167
1275.0,0.0012208026287066588
1285.0,0.0012472511397970474
1295.0,0.0012720466322723237
1305.0,0.0012948130984208619
1315.0,0.0013151207228446554
1325.0,0.001332531811462428
1335.0,0.001346692043790252
1345.0,0.001357395909605256
1355.0,0.0013645739916828437
1365.0,0.0013682455341551812
1375.0,0.0013684884343618622
1385.0,0.0013654422970884447
1395.0,0.001359345420724096
1405.0,0.0013505547454105602
1415.0,0.0013394789897554684
1425.0,0.0013264121978011196
1435.0,0.001311423836597667
1445.0,0.0012944151801700771
1455.0,0.0012752662030052705
1465.0,0.0012539263750420437
1475.0,0.0012303883629538688
1485.0,0.0012046372135207982
1495.0,0.001176640890728377
1505.0,0.0011464039827029948
1515.0,0.0011140429522637958
1525.0,0.001079828664002281
1535.0,0.0010441732453096773
1545.0,0.001007579043659871
1555.0,0.0009706059647373847
1565.0,0.0009338772547452724
1575.0,0.000898092977149948
1585.0,0.0008640269112508115
1595.0,0.0008325023800064289
1605.0,0.0008043474627041757
1615.0,0.0007803110648630444
1625.0,0.0007609650360146352
1635.0,0.0007466453959645385
1645.0,0.0007374639027692794
1655.0,0.0007333708052235263
1665.0,0.0007342332758063245
1675.0,0.0007399109900543264
1685.0,0.0007503132218044288
1695.0,0.0007654133884095928
1705.0,0.00078521092904857
1715.0,0.0008096678390263265
1725.0,0.0008386828992090185
1735.0,0.0008721304436542095
1745.0,0.0009099519897183472
1755.0,0.0009522585058635144
1765.0,0.0009994111994557327
1775.0,0.0010520301686835591
1785.0,0.0011108916973766435
1795.0,0.0011767414633611505
1805.0,0.0012501198668228727
1815.0,0.0013312933428255567
1825.0,0.0014203448145496114
1835.0,0.0015174223930878442
1845.0,0.001622940634695188
1855.0,0.0017372387469932631
1865.0,0.001859312848158589
1875.0,0.001985333003160288
1885.0,0.002108816396276648
1895.0,0.0022217575073607445
1905.0,0.0023106999546543506
1915.0,0.0023580247531358903
